GroupName	GroupID	GroupORFs
transcription elongation from RNA polymerase II promoter	GO:0006368	YPR072W YBR279W YDL084W YKL160W YGR056W YGR005C YER161C YLR357W YBR279W YNL222W YPR023C YHR056C YGR275W YGL244W YPR034W YNL206C YAL021C YKL160W YNL222W YCR020W-B YGL043W YDR303C YLR033W YBL006C YOR123C YGL043W YLR321C YNR052C YGL043W YER164W YPL129W YDR138W YOR038C YGL207W YNL330C YBR215W YAL021C YKR008W YMR091C YCR093W YGL244W YGL043W YCR093W YFR037C YBL008W YNL139C YOL145C YML127W YBR111W-A YIL126W YOL006C YML062C YGR186W YOL072W YLR418C YHR167W YGL043W YDR138W YDL165W YER164W YNL206C YMR033W YNL139C YMR075W YGR186W YJR140C
termination of RNA polymerase II transcription	GO:0006369	YNL222W YBR245C YJR017C YOL005C YIL131C YLR430W YLR277C YDR228C YIL131C YDR228C YOR304W YER164W YIL021W YJR017C YJR017C YMR039C YDR228C YLR430W YER164W YDR301W
mRNA capping	GO:0006370	YBR160W YPL228W YBR236C YMR125W YML010W YPL228W YGL130W YGR063C YBR236C YGL130W YDL108W YML010W YBR236C YGL130W
mRNA splice site selection	GO:0006376	YDL087C YMR216C YDL087C YHR086W
mRNA polyadenylation	GO:0006378	YKR002W YNL317W YGR178C YJR093C YGR178C YNL317W YLR115W YPR107C YDR228C YGR156W YGR156W YPR107C YGR178C YKL059C YKL059C YLR277C YPR107C YDR301W YAL043C YLR115W YGL122C YAL043C YMR061W YLR430W YGL044C YKL059C YOR250C YKL059C YOL123W YER032W YOL123W YKR002W YER032W YDR301W
mRNA cleavage	GO:0006379	YPR107C YGL043W YNL221C YNL222W YPR107C YDR301W YGR156W YJR093C YBR257W YPR107C YLR115W YKL059C YBR167C YGR156W YNL282W YKL059C YDR228C YGL043W YGL044C YDR301W YKL059C YDR478W YHR062C YLR115W RRP2 YLR145W YLR277C YAL043C YMR239C YKL059C YGR030C YMR061W YNL317W YBL018C YAL033W YMR239C YOR250C YBR257W YNL317W YOL123W
transcription from RNA polymerase III promoter	GO:0006383	YPR187W YPL007C YOR224C YHR143W-A YOR210W YML121W YOR224C YPL007C YGL043W YDL150W YBR154C YML121W YHR143W-A
transcription initiation from RNA polymerase III promoter	GO:0006384	YKL144C YNL151C YJL011C
termination of RNA polymerase III transcription	GO:0006386	YDR045C
tRNA splicing, via endonucleolytic cleavage and ligation	GO:0006388	YKL205W YBR022W YDL006W YLR105C YMR087W YOL102C YAR008W YJL087C YOL102C YJL087C YDR463W YJL087C
transcription from mitochondrial promoter	GO:0006390	YFL036W YMR030W YFL036W
transcription initiation from mitochondrial promoter	GO:0006391	YMR228W
RNA processing	GO:0006396	YLR117C YDL051W YKR056W YLR312W-A YDR416W YBR055C YLR068W YOR001W YML046W YDL112W YLR175W YMR239C YMR024W YOR048C YOR201C YJL203W YPR182W YML091C YDR449C YMR061W YER168C YNL292W YNL221C YGL243W YOL010W YMR229C
mRNA processing	GO:0006397	YJL203W YGR074W YBR055C YMR125W YJR050W YOR159C YGR156W YDR088C YNL138W-A YPL228W YML010W YLR277C YDR416W YGL246C YGL222C YGR006W YER146W YOR148C YFR005C YDR240C YBR065C YDL084W YBR237W YML091C YJL133W Q0055 YLR117C YBL026W YAL032C YOR250C YHR034C YJR022W YDR235W YLR016C YKL208W YLR116W YBR119W YER165W YGR013W YNL224C YPR182W YNL245C Q0110 YPR152C YJL209W YER133W YKL208W YNL222W YPR057W YNL187W YGL174W YGR129W YLR275W YOR179C YLR430W YDR194C YMR061W YLR115W YLL036C YDR195W YCR077C YLR204W YKL208W YKR022C YGL130W Q0070 Q0160 YPL213W YGR063C Q0115 YDR378C YER032W YBR188C YML029W YER013W YHR079C YOR048C YNR011C YOR319W YCR063W Q0050 YDL160C YPR094W YML049C YDL043C YER029C YJR093C YML091C YDR364C Q0065 YMR180C YLR204W YKR002W YER035W YMR240C YDR301W YKL025C YNL147W YBR120C YJL140W YDL207W YER112W YGR278W YDL209C YJL124C YDR163W YPR101W YMR288W YOL123W Q0060 YNL118C YDL044C YEL026W YMR302C YNL222W YGR013W YIR021W YMR213W YGR222W YGR075C YFL017W-A YOR243C YGR150C YPR178W YKL139W YDL044C YPL060W YDL087C YDR228C YLR438C-A YGR091W YER172C YDL098C YLR323C Q0050 YBR152W YDL030W YBL074C YGL094C YAL043C YIL061C YLR424W YIR009W YMR061W YML112W YKL208W YLR147C YGL094C YKR052C YPL178W YNL317W YHR086W YDR243C Q0120 YPL151C YML046W YDR482C YKL059C YDR473C YKL018W YHR165C YPR082C YKR086W YKL149C YPR134W YGL120C YKL173W YGL094C YLR132C YLR203C YPL064C YIR005W YJL006C YBR236C YGL044C YKL149C YKL012W YNL286W YMR268C YHL038C YPR107C YOR308C YGL128C YGL130W YOL149W YKL074C
tRNA metabolic process	GO:0006399	YDL219W YMR235C
tRNA modification	GO:0006400	YLR401C YNL292W YDL175C YJL035C YLR401C YOR274W YML080W YHR187W YML080W YGL243W YNR015W YNR015W YGR024C YGL232W YOL115W YMR023C YKR056W YDL201W YOR274W YLR316C YLR405W YGR024C YLR405W
RNA catabolic process	GO:0006401	YKL149C YDR279W YJL208C YKL149C YPL123C YMR234W YLR154C
RNA localization	GO:0006403	YOR160W
RNA import into nucleus	GO:0006404	YOR160W YOR160W YMR235C
RNA export from nucleus	GO:0006405	YDR002W
mRNA export from nucleus	GO:0006406	YNL139C YKL057C YGL247W YDL084W YJL061W YDL116W YDL084W YHR167W YKL057C YDR159W YDL084W YGL247W YHR036W YML062C YGL174W YMR273C YLR016C YMR255W YDR363W-A YIR005W YGR218W YJR042W YDR363W-A YNL253W YDR138W YPL169C YDR159W YMR273C YIL040W YMR255W YDL084W YKL057C YDR432W YDL084W YKL068W YDR363W-A YHR015W YBR034C YDR159W YJL061W YMR308C YGL066W YDR381W YOL072W YMR273C YDR159W YDR138W YJR042W YOR046C YBR034C YHR036W YDR395W YMR047C YDL207W YOR046C
rRNA export from nucleus	GO:0006407	YOL121C YOL040C YDR450W YGL097W YOL040C YOR293W YNL302C YJR123W YOL121C YGL189C YMR235C YNL302C YGR214W YNL178W YLR264W YOL121C YNL302C YGL123W YMR230W YML026C YOR167C YLR048W YER131W
tRNA export from nucleus	GO:0006409	YGR128C YBR118W YMR047C YGR090W YBR118W YBR118W YCR073W-A YJL041W YOR112W YNR034W YKL205W YMR047C YPR080W YGL172W YOR112W YNR034W YBR118W YGL092W YKR082W YOR112W YCR073W-A
translation	GO:0006412	YPL048W YOR150W YPR033C YMR194W YOL139C YIL078W YNL209W YPL237W YER007C-A YCR046C YOR369C YML026C YLL018C YPL249C-A YPL173W YNL014W YOR063W YLR388W YOR076C YMR293C YBL092W YOR168W YJL102W YNR037C YDR471W YCR031C YPR102C YFR032C-A YNL001W YDR025W YBL013W YLR167W YOL121C YNL081C YML009C YPL160W YOL023W YHR011W YPL090C YML073C YOR312C YJL189W YDL082W YKL081W YDR405W YOR168W YOR096W YER050C YKR084C YAL035W YNL005C YDR337W YNL302C YIL133C YLR262C-A YNL069C YNL122C YFL034C-A YLR367W YBR181C YLR289W YHR010W YLR264W YKL006W YMR260C YDR450W YDR172W YLR061W YPL220W YDR211W YGL147C YLR439W YOR182C YER117W YMR142C YJL191W YER074W YNL185C YHR021C YDR115W YLR287C-A YPL183W-A YNL177C YNL096C YLR406C YLR185W YGR118W YLR029C YDL184C YPR043W YCR024C YML025C YDR500C YBR146W YBR048W YJL177W YDL075W YJR145C YBL072C YOR361C YGL245W YJR113C YHL001W YHR203C YNL178W YLR139C YBL027W YMR158W YNL247W YOR260W YBL087C YMR188C YMR293C YGR214W YER056C-A YBL090W YPL119C YDL136W YNR036C YHR019C YGL123W YFL022C YDR091C YNL040W YPL013C YBR079C YBL038W YGL189C YKR060W YGL143C YDR237W YJR094W-A YOL033W YLR069C YBL080C YJL063C YNL284C YPL040C YPR166C YPL079W YBR143C YLR382C YBR251W YPL131W YOR335C YNL067W YMR146C YHL015W YMR193W YGL030W YKR026C YHR020W YJL136C YDR268W YIL148W YBR189W YNL301C YGR264C YPR163C YOR167C YGR094W YKL180W YGR034W YLR249W YBL076C YKL003C YKL194C YLR441C YGL245W Q0140 YIL018W YJR007W YEL050C YMR143W YPR041W YJL190C YGL049C YGR220C YDL083C YLR325C YDR429C YMR242C YCR003W YPL104W YEL034W YKL139W YOR204W YGR085C YKL155C YDR037W YDL133C-A YBR191W YDR041W YDL229W YNL073W YKR057W YHR147C YML024W YJR047C YOL120C YPR047W YDR064W YLR291C YOR234C YEL054C YOL040C YNL162W YDR418W YLR448W YPR132W YPR016C YHR038W YKL056C YER102W YOR187W YKL170W YMR121C YPL097W YML063W YPL009C YMR309C YBR084C-A YGL103W YOL127W YDR341C YAL003W YPR081C YGR054W YLR192C YLR344W YPL143W YBR121C YGR171C YHL004W YGR083C YDR447C YHR038W YJL096W YLR060W YFR031C-A YMR286W YER025W YOR276W YDL191W YDR116C YKL156W YJR123W YHR052W YIL052C YDR023W YBR031W YNL244C YGR102C YHR091C YDL061C YOL097C YGR162W YGR185C YLR075W YGL068W YPL081W YHR168W YER087W YKR094C YDR012W YHR141C YCR071C YDR283C YIL069C YGL135W YER131W YNL306W YLR048W
translational initiation	GO:0006413	YOR204W YOL139C YNL244C tM(CAU)Q2 tM(CAU)J3 YJR067C YPL119C YOR204W YMR309C YPR016C YJR067C YOL023W YGL049C YER153C YDR429C YJR007W YOR204W YOR361C YDR091C tM(CAU)O1 YGL049C YDR091C tM(CAU)C YNL244C YLR192C YGR054W YPR163C YOL023W YPL237W YPR163C YGR054W tM(CAU)P YMR260C YBL013W YGR162W YNL007C YGL107C YOR361C YPR041W YBL013W YGR054W YPL119C YKR026C YNL062C YOR260W YBR079C YPR041W YMR146C YDR117C YPR163C YPR163C YGR083C YOL139C YER025W YDR494W YNL260C YOL023W YLR291C YMR146C YJR014W YBR079C YOL139C YDR494W YKR059W YMR309C YOL139C tM(CAU)E YMR309C YGL049C YGR162W YPL237W YJR007W YPR163C YKR059W YMR012W YOR276W YOR361C YDR429C YMR309C YDR211W YMR309C YPL237W YJL138C YAL035W YMR260C YMR260C YDR091C YOR361C
translational elongation	GO:0006414	tW(CCA)M YEL034W tS(AGA)L tR(UCU)K YDL130W tR(UCU)M1 tH(GUG)E1 tT(AGU)C tH(GUG)G1 tF(GAA)F tP(UGG)N2 tG(GCC)P2 tL(CAA)A tQ(UUG)D3 tK(CUU)P tL(CAA)G2 tI(AAU)L2 tH(GUG)E2 tS(UGA)Q2 tG(UCC)Q tP(UGG)N1 tA(UGC)L tS(AGA)J tE(UUC)P tL(CAA)L YLR340W tV(AAC)M1 tC(GCA)Q tI(AAU)N1 tF(GAA)H2 tV(AAC)M2 tF(GAA)D tL(CAA)M tC(GCA)P2 tI(AAU)P1 tL(CAA)C tR(UCU)M2 tS(AGA)E tE(UUC)J tE(UUC)G3 YLR340W tI(AAU)P2 YLR340W YNL014W tR(UCU)J2 tS(GCU)Q1 tL(CAA)D YDL130W tV(UAC)D tW(CCA)P tN(GUU)K tS(UGA)P tK(UUU)D tL(CAA)G3 YPL048W tQ(UUG)D2 tF(GAA)B tL(CAA)K tW(CCA)G2 tS(AGA)M tA(AGC)H tA(AGC)J tC(GCA)G tS(AGA)G tY(GUA)F2 YJR047C tF(GAA)M tC(GCA)B tH(GUG)M tN(GUU)G tG(GCC)C tE(UUC)E3 tH(GUG)K tV(UAC)B YDL081C tY(GUA)J1 tV(AAC)K2 YKR057W tE(UUC)I tR(UCU)G2 tW(UCA)Q YAL003W tS(AGA)H tQ(UUG)L tG(GCC)D1 YKL081W tP(UGG)L tW(CCA)G1 tK(UUU)P tA(AGC)P YOL039W tV(AAC)G3 tL(GAG)G tV(CAC)D tA(UGC)Q tA(UGC)E tH(GUG)H tA(UGC)O tW(CCA)J YDL081C tE(UUC)E2 YPL048W tN(GUU)Q YPR080W tS(AGA)D2 YNL014W tS(CGA)C tS(AGA)D3 tM(CAU)D tL(UAA)J tN(GUU)C tK(UUU)G1 tN(GUU)O2 tP(UGG)O3 tA(AGC)L tI(AAU)I1 tF(GAA)G tV(AAC)H YBL072C tR(UCU)G3 YOR187W YLR249W YLR249W tD(GUC)D tS(GCU)O tG(GCC)P1 tI(AAU)I2 YDL081C tL(CAA)G1 tE(UUC)Q tV(AAC)L tF(GAA)Q tI(AAU)N2 tT(AGU)D tQ(UUG)C tD(GUC)J1 tA(UGC)A tK(CUU)E2 YDR382W tN(GUU)P tE(UUC)C tR(UCU)Q1 tE(UUC)G2 tN(GUU)N1 tQ(UUG)E1 tH(GUG)Q tI(GAU)Q tT(UGU)H tD(GUC)J3 tR(ACG)O YIL069C tX(XXX)D tA(AGC)K1 tI(AAU)G tE(UUC)K tA(AGC)M1 tD(GUC)L1 tS(UGA)I tV(AAC)J YLR249W tY(GUA)J2 YLR069C YAL003W tQ(UUG)Q tD(GUC)B tR(UCU)E tR(UCU)D tI(AAU)L1 tS(GCU)F tY(GUA)M2 tQ(UUG)B tE(UUC)L YPL048W tQ(UUG)D1 tA(UGC)G tT(UAG)Q2 tK(CUU)E1 tR(CCU)J tA(AGC)F tA(AGC)D tE(CUC)I tS(AGA)D1 tK(CUU)M tK(CUU)K tC(GCA)P1 tW(CCA)K tG(UCC)O YLR069C tD(GUC)L2 tT(UGU)G2 tP(UGG)H tP(UGG)F YDL130W tI(AAU)E2 tI(AAU)D tI(AAU)B tT(CGU)K tA(AGC)M2 YDR447C tK(CUU)I YML024W tL(UAA)B2 tG(GCC)G2 tR(ACG)D tF(GAA)P2 tK(CUU)G2 tY(GUA)O tR(ACG)Q2 tA(AGC)G tK(UUU)O tV(UAC)Q tT(AGU)N1 tT(AGU)N2 tH(GUG)G2 tL(UAG)L2 YJL136C tE(UUC)E1 tT(UGU)G1 tK(CUU)D2 tR(ACG)J tM(CAU)O2 tP(UGG)A tY(GUA)M1 tS(AGA)B tV(AAC)E2 tT(AGU)B tP(UGG)M tD(GUC)J2 tT(UGU)P tV(AAC)E1 tR(ACG)K tG(GCC)F2 tP(UGG)O2 tA(AGC)K2 tN(GUU)O1 tI(AAU)E1 tP(UGG)O1 tV(AAC)O YKR084C tI(UAU)D tR(UCU)J1 tG(GCC)O1 YKL081W tF(GAA)P1 tR(UCU)G1 tV(AAC)G1 tN(GUU)L tP(AGG)N tK(CUU)F tK(UUU)Q tV(CAC)H tE(UUC)B tD(GUC)J4 tG(UCC)N tN(GUU)N2 tR(ACG)E YAL003W tK(CUU)J tM(CAU)J1 tS(UGA)E YER074W tV(AAC)M3 tS(AGA)A tM(CAU)Q1 tK(UUU)K tR(CCG)L tD(GUC)K tY(GUA)F1 tG(GCC)E tT(UGU)Q1 tK(CUU)G1 YOR187W tR(UCU)B YDR385W YAL003W tT(AGU)J tK(UUU)G2 tE(UUC)M tK(UUU)L YLR150W YDR382W tL(UAA)D tG(GCC)J2 tV(AAC)K1 YNL014W tM(CAU)M tD(GUC)N tT(AGU)O2 YOL039W tF(GAA)H1 tP(UGG)Q tY(GUA)Q YJL102W tG(GCC)G1 tD(GUC)I1 tK(CUU)D1 tR(ACG)L tG(GCC)M tQ(UUG)E2 tG(UCC)G YOR187W tM(CAU)J2 tL(CAA)N tY(GUA)D tE(CUC)D tT(AGU)H tL(UAA)K tV(AAC)G2 tK(CUU)G3 YKL081W tD(GUC)G2 tG(CCC)O tN(GUU)F tL(UAA)L tL(UAG)J tG(CCC)D YLR150W tG(GCC)B tD(GUC)I2 tT(AGU)I1 YBR118W tT(AGU)O1 tD(GUC)M tG(GCC)D2 tD(GUC)G1 tL(UAA)Q tI(UAU)L YDR382W tF(GAA)N tL(UAA)B1 tE(UUC)G1 tP(AGG)C YLR069C tL(UAA)N YLR249W tG(GCC)O2 tD(GUC)O tL(UAG)L1 tG(GCC)J1 YOL039W YER102W YOR133W tX(XXX)L tQ(UUG)H YKL081W tG(GCC)F1 tT(AGU)I2
translational termination	GO:0006415	YLR249W YDR432W YBR143C YDR432W YER049W YDL229W YBR143C YDR091C YDR172W YBR143C YOR046C YLR075W YGL143C YDR091C YGL143C YOL114C YDR172W YBR143C YOR051C YLR281C YBR143C YOR046C YER049W YOR051C YBR143C
regulation of translation	GO:0006417	YCR059C YLR291C YAL016W YBR101C YOR260W YDR496C YGR222W YKR026C YGL195W YLR215C YER165W YDL160C YGR083C YDL188C YMR282C YCR077C YDR350C YLR398C YDR211W YOR076C YDR515W YNL244C YGR271W YGL169W YDR197W YMR064W YMR064W YNR045W YDR350C YMR257C YOR051C YGR271W YKR084C YNL001W YGR271W YOL045W YOR302W YDR194C YPL184C YGR054W YML068W YAL017W YDR140W YGR271W YOL139C YDR515W YBL032W YGR162W YGR271W YDL134C YGL049C YDL069C YDR515W YOR276W YDR140W YER153C YPL179W YKL204W
tRNA aminoacylation for protein translation	GO:0006418	YGR185C YLR382C YGR171C YPR047W YHR020W YGR264C YDR023W YPL160W YNL247W YOR168W YFL022C YHR091C YPR033C YHR011W YGR094W YKL194C YOL097C YGL245W YIL078W YDR268W YCR024C YNL073W YPL104W YBL076C YER087W YPL097W YPR081C YOL033W YHR019C YDR341C YBR121C YGL105W YLL018C YPL040C YDR037W
alanyl-tRNA aminoacylation	GO:0006419	YNL040W YOR335C YOR335C YOR335C
arginyl-tRNA aminoacylation	GO:0006420	YHR091C YDR341C YHR091C YDR341C
asparaginyl-tRNA aminoacylation	GO:0006421	YCR024C YHR019C YHR019C YCR024C YHR019C YHR019C
aspartyl-tRNA aminoacylation	GO:0006422	YLL018C YLL018C
cysteinyl-tRNA aminoacylation	GO:0006423	YNL247W YNL247W
glutamyl-tRNA aminoacylation	GO:0006424	YOL033W YGL245W YOL033W YGL245W
glutaminyl-tRNA aminoacylation	GO:0006425	YOR168W YOR168W YOR168W
glycyl-tRNA aminoacylation	GO:0006426	YBR121C YPR081C YBR121C YPR081C YBR121C
histidyl-tRNA aminoacylation	GO:0006427	YPR033C YPR033C YPR033C
isoleucyl-tRNA aminoacylation	GO:0006428	YBL076C YPL040C YPL040C YBL076C
leucyl-tRNA aminoacylation	GO:0006429	YPL160W YLR382C YPL160W YLR382C
lysyl-tRNA aminoacylation	GO:0006430	YNL073W YDR037W YNL073W YDR037W YDR037W
methionyl-tRNA aminoacylation	GO:0006431	YGR171C YGR171C YGR171C YGR264C YGR264C
phenylalanyl-tRNA aminoacylation	GO:0006432	YLR060W YFL022C YPR047W YFL022C YLR060W YPR047W
prolyl-tRNA aminoacylation	GO:0006433	YHR020W YHR020W YER087W
seryl-tRNA aminoacylation	GO:0006434	YDR023W YDR023W YHR011W
threonyl-tRNA aminoacylation	GO:0006435	YIL078W YKL194C YIL078W YIL078W
tryptophanyl-tRNA aminoacylation	GO:0006436	YOL097C YOL097C YDR268W
tyrosyl-tRNA aminoacylation	GO:0006437	YGR185C YGR185C YPL097W YGR185C
valyl-tRNA aminoacylation	GO:0006438	YGR094W YGR094W
regulation of translational initiation	GO:0006446	YOR260W YPR041W YDR211W YOR260W YGR083C YER165W YOR260W YOR260W YOR260W YLR291C YLR291C YDR211W YCR077C YNL062C YJL138C YLR291C YDL207W YOR260W YGR083C YPR041W YAL035W YGR083C YER165W YDR283C YPR041W YCR077C YKR026C YKR026C YDR283C YKR026C YPR041W YLR291C YDR211W YKR026C YGR083C YGR083C YLR291C YKR026C
regulation of translational elongation	GO:0006448	YFR009W YGL195W YFR009W YGL195W
regulation of translational termination	GO:0006449	YDL207W YML068W YER176W YMR080C
regulation of translational fidelity	GO:0006450	YGR118W YLR382C YGR118W RDN25 YLR406C YPL160W YGR118W YDL075W YPR132W YHR064C YGR285C YGL169W YBL076C RDN25 YGR118W YDL229W YPR132W YPR132W YPL040C YGR094W YGR118W YPR132W YJR123W YGR118W YNL209W
translational readthrough	GO:0006451	YNL063W
translational frameshifting	GO:0006452	YEL034W YEL034W YJR047C YHR077C YJR047C YGR072W YMR080C
protein folding	GO:0006457	YNL310C YPL221W YNL310C YIR004W YML074C YIL142W YGR142W YML094W YJR064W YLR200W YJR064W YBR155W YER048C YER048C YER007W YLR216C YIL142W YAL005C YCR060W YJL014W YJL162C YDR212W YGR078C YLR216C YJL014W YGR231C YLR200W YJR045C YLR216C YDR188W YBR072W YJL117W YOR027W YML078W YBR169C YLR200W YOR281C YOR020C YEL003W YLR216C YCR069W YMR186W YNR028W YBR227C YOR288C YJR032W YOR254C YHR142W YDL143W YFL016C YLR090W YNL077W YDR155C YHR057C YJL008C YJR097W YCR060W YGR231C YPR061C YOR027W YOR020C YLR449W YML028W YLR449W YNL007C YMR214W YJR017C YKL117W YDR304C YOL088C YGR285C YDL143W YNL135C YML078W YNL135C YNL148C YLR090W YDR155C YLR259C YDR518W YDL212W YPL241C YGL018C YER103W YJL111W YMR200W YBL075C YGR231C YNL148C YAL058W YPL240C YHR057C YFL023W YIL153W YHR034C YEL030W YJL111W YCR060W YML078W YNL135C YDR214W YDR214W YDR212W YLL024C YGR142W YHR034C YJR032W YDR183W YBR155W YML130C YNL064C YMR186W YKL117W YCR069W YHR176W YAL058W YPL064C YJL179W YNL007C YOR232W YNL281W YNL281W YIL016W YPR158W YML048W YNL153C YAL053W YJL008C YDR304C YOR349W YLL024C YMR138W YGR132C YJL179W YDR519W YGR132C YCL043C YDR519W YNL227C YJL179W YJL073W YNL281W YPR158W YOR349W YGR132C YGR142W YPL106C YMR161W YPL152W YML074C YPL064C YPR024W YDR188W YNL007C YFR041C YBR208C YHR034C YER007W YPR158W YNR028W
'de novo' protein folding	GO:0006458	YPL240C YLR259C YMR186W YFL016C YMR200W YMR200W YPL240C YNL064C
protein complex assembly	GO:0006461	YBR081C YGL213C YKL016C YMR089C YGR106C YBR081C YOR270C YFL038C YOR057W YPR020W YOR057W YPR140W YOR145C YGL066W YGR166W YHR184W YOR145C YNL315C YPL132W YOL083W YCL005W-A YOR270C YDR328C YER017C YOR057W YOR115C YNL026W YML019W YBR037C YDR350C YNL026W YLR106C YNL026W YEL048C YCL005W-A YOR085W YKL016C
cellular protein modification process	GO:0006464	YER125W YCL008C YDL141W YPR066W YKL210W YDR457W YLL042C YLR239C YJR036C YJR062C YLL042C YJL046W YBR094W YLL042C YEL042W YDR390C YKL010C YHR075C YNR032C-A YGL017W YGL141W
signal peptide processing	GO:0006465	YJR010C-A YLR066W YIR022W YIR022W YML055W YLR066W YIR022W YIR022W YJR010C-A YJR010C-A YER017C YLR066W YML055W YIR022W YML055W YMR089C YGR101W YJR010C-A YJR010C-A YIR022W YML055W YLR066W YLR066W YLR066W YJR010C-A YML055W YML055W YLR066W YLR066W
protein phosphorylation	GO:0006468	YKL048C YOL113W YGR040W YPL209C YGR188C YCR091W YAR018C YLR362W YNR031C YLR362W YAL017W YJL128C YGR040W YCL024W YJL164C YPL026C YDR283C YGR262C YNL207W YNL161W YKL139W YBR156C YOR233W YGL208W YER129W YPL026C YGR262C YNL307C YJR059W YOL100W YKL198C YBR160W YOR231W YHR079C YPL031C YDR247W YOR351C YGR092W YNL298W YGR052W YKL048C YPL209C YPR161C YGR040W YPR054W YPL140C YOR233W YHR135C YHL007C YDR490C YJL128C YHR102W YPL203W YPL204W YJL164C YFL033C YBR274W YAL017W YPL031C YHR030C YJL164C YGL021W YDR466W YDL017W YDL017W YIL035C YHR135C YPL031C YKL126W YAL017W YBL016W YPL150W YDR122W YDR477W YPL031C YDL159W YMR139W YOL113W YAR019C YGR092W YDR477W YNL020C YAR018C YFR014C YKL048C YHR030C YER123W YDL101C YER129W YOR351C YPL153C YJL095W YJL095W YDL017W YER123W YMR001C YGL115W YER129W YJR059W YDL079C YDL159W YIL095W YMR001C YFR014C YPL042C YDL101C YKL139W YKL116C YKL116C YDR477W YJL106W YGR052W YDL025C YKL166C YMR291W YKL139W YOL016C YMR001C YOR039W YGR188C YMR216C YNL161W YHR135C YOR351C YOL016C YNR031C YER129W YCR091W YOL016C YMR291W YJL141C YOL113W YMR001C YKL126W YDL017W YNL307C YIL035C YGL179C YOL100W YHR030C YJL141C YKL166C YMR001C YPL209C YOL045W YKL025C YFL029C YDR507C YDL079C YKL048C YOL128C YMR139W YOL128C YKL161C YIL095W YOR267C YHR079C YPR106W YLR248W YDR283C YFL033C YGL179C YDL214C YMR216C YPL153C YDL214C YDL101C YKL101W YCR091W YAL017W YOR351C YGL115W YJL106W YLL019C YKL126W YMR216C YER129W YDR523C YJL141C YPL140C YIL035C YFL033C YBR160W YGR092W YCR008W YGL179C YKL139W YFL029C YDR523C YKL048C YPL026C YCR073C YPL042C YOL128C YLR362W YDL108W YKL101W YPL150W YDR422C YCR091W YDR122W YPL203W YHR082C YDR523C YJL128C YOR267C YFR014C YDL028C YNL020C YER129W YOL045W YJL057C YLL019C YPL141C YGL115W YOR039W YJL106W YPR111W YBR274W YHR205W YDR122W YJL141C YJL165C YER129W YDL079C YLR248W YFL029C YJL057C YKL166C YLR362W YOR119C YOL128C YDL159W YDR247W YKL171W YDL028C YDL108W YOL045W YBL105C YPR161C YKL168C YKL126W YPL204W YHR082C YFL029C YKL171W YFL029C YGL180W YNL298W YGR092W YNL307C YGL115W YBR156C YKL126W YGL083W YLR113W YPR161C YMR139W YNL183C YPR054W YDR466W YHR135C YHR205W YLL019C YGL158W YLR096W YNR047W YER129W YBR097W YIL042C YJL006C YJL165C YNL154C YML112W YAR019C YDR247W YGL158W YPL236C YNL154C YBR059C YDR507C YMR139W YCR073C YGL019W YFL029C YDR122W YIL106W YOR231W YPL203W YCR008W YMR001C YPL031C YHR079C YIL095W YOR231W YIL035C YBR274W YKL048C YMR104C YOR061W YNL020C YPL209C YNL020C YDR283C YIL095W YFL029C YGR052W YHR082C YLR248W YLR113W YBL016W YPL204W YBL009W YKL166C YBL016W YPR054W YLR096W YLR096W YER027C YNL298W YBR156C YKL101W YNR047W YAR019C YOR061W YNL154C YLR248W YMR216C YBL105C YPL042C YHR205W YGL180W YER129W YNL183C YOR233W YPL141C YHL007C YNL154C YGL059W YJL141C YBR028C YCL024W YBR097W YJL095W YLR240W YJL187C YOL100W YDR490C YNL020C YJL187C YGL019W YDR507C YGL180W YCL024W YMR104C YPR111W YGL179C YHL007C YPR054W YGL158W YER123W YJL164C YGL179C YBR059C
negative regulation of protein kinase activity	GO:0006469	YIL147C YIL147C YPL004C YHR136C YJL157C YCL051W YGR086C YDR162C
protein dephosphorylation	GO:0006470	YNL053W YBL056W YDR481C YLR361C YIR026C YNL053W YJL165C YNL032W YAL016W YFR028C YIR026C YER075C YCR079W YGR123C YDL188C YNL128W YER089C YBR125C YNR032W YFR028C YDR075W YPR073C YER133W YLR361C YCR008W YIL113W YGR123C YER089C YLR361C YBR125C YML016C YIL113W YNL053W YDL230W YOR014W YFR028C YDL230W YER054C YDL230W YBR276C YPR073C YNL053W YDR075W YPL179W YDL236W YER075C YNL053W YER089C YDR075W YOR208W YER075C YGL190C YOR090C YMR036C YBR276C YDL006W YOR208W YDL006W YBL046W YOR090C YDL006W YBL056W YGR123C YDL134C YNL201C
N-terminal protein amino acid acetylation	GO:0006474	YEL053C YCR020C-A YDL040C YHR013C YDL040C YHR013C YPR051W YOR253W YOR253W
protein deacetylation	GO:0006476	YOL068C YDL042C YPL015C
protein methylation	GO:0006479	YLR137W YBR133C YNL063W YBR034C
C-terminal protein methylation	GO:0006481	YDR410C YDR410C YDR435C
